Prospector 2, Prospector 2, -111.7983189180074,33.65321751078694,0, true, false
Prospector 3, Prospector 3, -111.8042621572142,33.65573869169393,0, true, false
Thompson Peak, Thompson Peak, -111.80462844712,33.64123511963737,0, true, false
104th Street 1, 104th Street 1, -111.8539367801285,33.64751790362472,0, true, false
104th Street 2, 104th Street 2, -111.8566797200386,33.64520786768282,0, true, false
104th Street 3, 104th Street 3, -111.8566196830949,33.64143347271877,0, true, false
Crossover, Crossover, -111.8490748655143,33.64478050074546,0, true, false
Levee 1, Levee 1, -111.8524818186568,33.64340094874181,0, true, false
Levee 2, Levee 2, -111.8438635712428,33.64358446973498,0, true, false
Paradise 1, Paradise 1, -111.8393378774786,33.63839894267632,0, true, false
Paradise 2, Paradise 2, -111.8395266863441,33.6447979036634,0, true, false
Quartz 1, Quartz 1, -111.8501738563716,33.62787603540154,0, true, false
Quartz 2, Quartz 2, -111.8334502094368,33.62675791689971,0, true, false
Quartz 3, Quartz 3, -111.8259187192347,33.62578183080117,0, true, false
Quartz 4, Quartz 4, -111.8211194973565,33.63185231262383,0, true, false
Lost Dog 1, Lost Dog 1, -111.8108740989712,33.6011544541792,0, true, false
Lost Dog 2, Lost Dog 2, -111.8116967680548,33.60454102929216,0, true, false
Lost Dog 3, Lost Dog 3, -111.8185451298593,33.61155931122126,0, true, false
Lost Dog 4, Lost Dog 4, -111.8238665550281,33.61709341080119,0, true, false
Lost Dog 5, Lost Dog 5, -111.8256620686429,33.62183315739853,0, true, false
Old Jeep, Old Jeep, -111.8095779676424,33.61673584946852,0, true, false
Anasazi, Anasazi, -111.8095098092298,33.59976317591151,0, true, false
Ringtail 1, Ringtail 1, -111.8074083075358,33.59721831683113,0, true, false
Ringtail 2, Ringtail 2, -111.8053526755771,33.60293551881319,0, true, false
Ringtail 3, Ringtail 3, -111.8070290398739,33.6105677165905,0, true, false
Ringtail 4, Ringtail 4, -111.8114030219729,33.60895437585458,0, true, false
136th Street, 136th Street, -111.7885424654861,33.61096897228318,0, true, false
Sunrise 1, Sunrise 1, -111.7743237502752,33.60350824295708,0, true, false
Sunrise 2, Sunrise 2, -111.7794889352138,33.60828097136996,0, true, false
Sunrise 3, Sunrise 3, -111.7821051706625,33.61051068500689,0, true, false
Sunrise 4, Sunrise 4, -111.7817568753668,33.61128443965774,0, true, false
Sunrise 5, Sunrise 5, -111.7870758355267,33.61506201868922,0, true, false
Sunrise 6, Sunrise 6, -111.7974492312969,33.60970421363579,0, true, false
Sunrise 7, Sunrise 7, -111.8079184207782,33.60453536108764,0, true, false
